Tên công việc,Mức lương,Khu vực tuyển,Cấp bậc,Số lượng tuyển,Hình thức làm việc,Yêu cầu bằng cấp,Yêu cầu kinh nghiệm,Ngành nghề,Quy mô công ty,Loại công ty
Giáo Viên IELTS Biên Hoà,7.5,Đồng Nai,Chuyên viên- nhân viên,2,Bán thời gian cố định,Cao đẳng,Dưới 1 năm,Giáo dục - Đào tạo,10 - 150 người,1
Nhân Viên Gói Đơn (Part-Time),3.0,Hà Nội,Cộng tác viên,5,Bán thời gian cố định,Trung cấp,Chưa có kinh nghiệm,Thực tập sinh,10 - 150 người,1
Kế Toán Bán Thời Gian,0.8,TP.HCM,Chuyên viên- nhân viên,1,Bán thời gian cố định,Cao đẳng,3 năm,Kế toán/Kiểm toán/Hành chính - Thư ký,Dưới 10 người,1
Thực Tập Sinh Chăm Sóc Khách Hàng,2.5,TP.HCM,Cộng tác viên,1,Bán thời gian cố định,Không,Dưới 1 năm,Thực tập sinh,150 - 300 người,2
Nhân Viên Bán Hàng,5.5,TP.HCM,Chuyên viên- nhân viên,4,Bán thời gian cố định,Cao đẳng,Dưới 1 năm,Bán sỉ - Bán lẻ - Quản lý cửa hàng,10 - 150 người,2
Thực Tập Sinh Kinh Doanh - Nhận Việc Ngay,3.0,Hà Nội,Chuyên viên- nhân viên,5,Bán thời gian cố định,Không,Chưa có kinh nghiệm,Marketing/Bán hàng - Kinh doanh/Nhân sự,150 - 300 người,2
Cộng Tác Viên Phát Triển Thị Trường,3.0,"Bến Tre, Tiền Giang",Cộng tác viên,50,Bán thời gian cố định,Không,Dưới 1 năm,Bán hàng - Kinh doanh,10 - 150 người,2
Nhân Viên Phục Vụ Part-Time & Full-Time Cửa Hàng Jollibee Big C Đồng Nai,6.0,Đồng Nai,Chuyên viên- nhân viên,5,Bán thời gian cố định,Trung học,Dưới 1 năm,Khách sạn - Nhà hàng - Du lịch/Thực phẩm - Đồ uống/Nghề nghiệp khác,Trên 300 người,1
Nhân Viên Bán Hàng,5.75,TP.HCM,Chuyên viên- nhân viên,2,Bán thời gian cố định,Trung học,1 năm,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng,10 - 150 người,1
Nhân Viên Phục Vụ Tại Cửa Hàng Mới - Jollibee Bến Tre,3.5,Bến Tre,Cộng tác viên,20,Bán thời gian cố định,Không,Chưa có kinh nghiệm,Khách sạn - Nhà hàng - Du lịch/Thực phẩm - Đồ uống/Bán sỉ - Bán lẻ - Quản lý cửa hàng,Trên 300 người,1
Nhân Viên Phục Vụ Tại Cửa Hàng Jollibee Tiền Giang,3.5,Tiền Giang,Cộng tác viên,30,Bán thời gian cố định,Không,Chưa có kinh nghiệm,Khách sạn - Nhà hàng - Du lịch/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Thực phẩm - Đồ uống,Trên 300 người,1
Biên Dịch Viên Part-Time,3.5,Hà Nội,Chuyên viên- nhân viên,5,Bán thời gian cố định,Đại học,Chưa có kinh nghiệm,Biên phiên dịch/Truyền hình - Báo chí - Biên tập,150 - 300 người,1
Nhân Viên Thiết Kế Đồ Họa (Part-Time),6.75,Hà Nội,Chuyên viên- nhân viên,2,Bán thời gian cố định,Đại học,Dưới 1 năm,Thiết kế - Sáng tạo nghệ thuật,10 - 150 người,2
Nhân Viên Tư Vấn Khách Hàng Qua Điện Thoại,11.5,Hà Nội,Chuyên viên- nhân viên,5,Bán thời gian cố định,Trung cấp,2 năm,Bán sỉ - Bán lẻ - Quản lý cửa hàng/Bán hàng - Kinh doanh/Chăm sóc khách hàng,Trên 300 người,2
Đại Sứ Thương Hiệu Nữ Trang (Tiếng Anh / Trung) - Part Time Cố Định- Không Yêu Cầu Kinh Nghiệm,10.0,TP.HCM,Cộng tác viên,3,Bán thời gian cố định,Không,Chưa có kinh nghiệm,Khách sạn - Nhà hàng - Du lịch/Biên phiên dịch/Bán hàng - Kinh doanh,Dưới 10 người,2
